time,lat,lon,depth,mag
2014-05-30 04:25:04.210000+00:00,25.0416,98.0195,10.0,4.2
2014-05-30 02:52:23.170000+00:00,24.9482,98.06,10.0,4.1
2014-05-30 01:20:15.170000+00:00,24.9997,97.845,10.0,5.9
2014-05-29 03:23:46.560000+00:00,24.2536,94.4977,85.55,4.6
2014-05-28 03:19:11.050000+00:00,25.2405,95.1224,97.0,4.4
2014-05-28 01:04:53.350000+00:00,36.3398,71.0108,110.53,4.1
2014-05-27 06:49:10.020000+00:00,4.6703,96.3089,23.48,4.5
2014-05-26 17:15:44.880000+00:00,36.6775,71.1741,239.67,4.1
2014-05-26 00:43:08.790000+00:00,36.2785,69.7677,151.28,4.0
2014-05-25 17:54:21.170000+00:00,5.5637,93.4166,21.91,4.3
2014-05-25 13:55:41.030000+00:00,36.5083,70.4308,192.28,4.4
2014-05-25 00:13:34.650000+00:00,36.157,70.6958,108.77,4.0
2014-05-24 00:58:34.830000+00:00,36.6544,70.9431,230.72,4.2
2014-05-23 20:49:21.970000+00:00,24.9737,97.8437,8.0,5.8
2014-05-21 16:21:54.350000+00:00,18.2012,88.0376,47.23,6.0
2014-05-21 14:47:58+00:00,36.6656,70.731,69.01,4.7
2014-05-19 09:01:01.650000+00:00,36.4677,71.003,145.95,4.1
2014-05-18 19:33:55.750000+00:00,26.4109,92.9493,52.02,4.2
2014-05-18 01:02:32.610000+00:00,4.2485,92.7574,35.0,6.0
2014-05-17 05:38:45.710000+00:00,36.5877,69.2212,28.43,4.2
2014-05-16 06:32:10.690000+00:00,29.4664,67.695,18.87,4.9
2014-05-16 05:43:34.180000+00:00,37.4833,72.2229,193.25,4.0
2014-05-15 23:39:40.580000+00:00,36.6889,71.3202,181.53,4.0
2014-05-15 17:56:59.180000+00:00,7.6589,94.3214,10.0,4.5
2014-05-15 17:53:37.240000+00:00,7.5623,94.2883,38.89,4.6
2014-05-13 06:27:31.630000+00:00,36.5439,70.8578,196.62,4.0
2014-05-12 15:23:18.900000+00:00,4.8635,96.4393,41.94,4.4
2014-05-12 11:05:30.290000+00:00,19.6666,99.7099,10.0,4.3
2014-05-12 08:33:30.570000+00:00,12.1894,95.2604,28.78,4.5
2014-05-11 11:11:26.030000+00:00,7.7746,94.3282,72.05,4.4
2014-05-10 23:23:08.630000+00:00,36.5358,70.8635,200.31,4.2
2014-05-10 09:54:55.540000+00:00,5.3921,96.127,62.12,4.6
2014-05-09 20:23:23.760000+00:00,13.4908,93.505,51.61,4.3
2014-05-09 20:00:49.320000+00:00,4.8804,95.8795,36.89,4.6
2014-05-09 10:10:06.880000+00:00,36.3169,69.4213,22.91,4.2
2014-05-09 07:12:32.530000+00:00,19.6138,99.4219,10.0,4.1
2014-05-08 23:50:11.240000+00:00,26.3678,68.3887,15.35,4.6
2014-05-08 23:07:46.860000+00:00,26.3599,68.4009,15.57,4.3
2014-05-08 22:51:15.830000+00:00,26.3868,68.3579,14.73,4.5
2014-05-08 20:43:36.820000+00:00,19.7197,99.6905,10.0,4.1
2014-05-08 16:37:42.230000+00:00,32.9768,91.9182,10.0,4.0
2014-05-08 12:15:40.180000+00:00,36.0123,65.7363,30.06,4.3
2014-05-07 09:38:58.200000+00:00,19.6549,99.5832,10.0,4.5
2014-05-06 20:52:28.270000+00:00,19.6291,99.5605,10.0,4.2
2014-05-06 14:50:14.150000+00:00,19.6832,99.5271,10.0,4.6
2014-05-06 13:47:04.020000+00:00,19.6651,99.5005,11.56,4.2
2014-05-06 12:42:13.380000+00:00,19.595,99.5403,10.0,4.3
2014-05-06 01:18:36.080000+00:00,5.57,94.478,65.98,4.2
2014-05-06 00:58:20.540000+00:00,19.6185,99.4702,10.0,5.0
2014-05-06 00:50:16.270000+00:00,19.7013,99.6272,10.0,5.0
2014-05-05 23:04:55.920000+00:00,19.6331,99.5995,10.0,4.3
2014-05-05 21:17:03.470000+00:00,19.7666,99.6121,10.0,4.4
2014-05-05 20:05:24.170000+00:00,19.6258,99.5304,10.0,4.2
2014-05-05 19:12:05.320000+00:00,19.7518,99.677,10.0,4.1
2014-05-05 16:07:26.190000+00:00,19.5734,99.5475,10.0,4.0
2014-05-05 13:34:29.510000+00:00,19.6713,99.674,10.0,4.4
2014-05-05 12:20:59.590000+00:00,19.6733,99.7106,10.0,4.1
2014-05-05 11:22:18.650000+00:00,19.6347,99.7028,10.0,4.3
2014-05-05 11:19:36.410000+00:00,19.6647,99.6675,10.0,4.6
2014-05-05 11:08:43.420000+00:00,19.6557,99.6696,6.0,6.1
2014-05-05 03:52:20.330000+00:00,37.5443,72.2783,188.58,4.0
2014-05-04 02:06:29.140000+00:00,32.2305,95.6182,10.0,4.4
2014-05-04 00:59:46.160000+00:00,32.0181,95.7687,15.03,4.0
2014-05-03 22:48:54.600000+00:00,36.5977,71.2824,127.49,4.6
2014-05-03 18:49:39.170000+00:00,35.2274,72.186,39.36,3.9
2014-05-03 00:05:05.680000+00:00,36.6881,71.4093,110.03,4.0
2014-05-01 13:40:12.340000+00:00,31.7368,69.9299,27.84,4.8
2014-05-01 00:56:11.700000+00:00,13.6122,92.937,28.8,4.1
2014-04-30 07:46:57.260000+00:00,23.157,94.3501,89.17,4.3
2014-04-28 03:21:38.410000+00:00,36.5324,70.0955,226.85,4.2
2014-04-27 11:58:36.610000+00:00,36.3124,69.5357,160.74,4.4
2014-04-27 07:29:55.990000+00:00,15.3152,96.461,24.4,4.1
2014-04-26 17:48:54.500000+00:00,35.2063,70.4059,71.39,4.6
2014-04-24 22:49:50.230000+00:00,22.6909,96.0692,13.14,4.1
2014-04-21 12:34:09.370000+00:00,4.0249,91.598,10.0,5.1
2014-04-21 04:49:51.300000+00:00,36.2863,71.3573,98.93,4.3
2014-04-19 20:12:34.600000+00:00,32.8041,73.4085,45.53,4.0
2014-04-19 10:53:14.200000+00:00,5.3703,94.1713,35.0,4.5
2014-04-19 08:29:20.330000+00:00,34.1021,76.2379,34.0,4.1
2014-04-18 07:11:13.500000+00:00,37.4557,78.6868,45.21,4.2
2014-04-14 11:07:21.110000+00:00,11.0186,93.4677,148.61,4.2
2014-04-13 03:30:10.660000+00:00,37.0112,71.2838,91.09,4.3
2014-04-12 20:57:57.920000+00:00,7.5787,94.3648,49.01,4.2
2014-04-12 16:33:03.760000+00:00,31.498,86.4077,27.65,4.1
2014-04-12 09:50:39.290000+00:00,34.7341,69.5329,26.78,4.0
2014-04-11 22:21:41.470000+00:00,36.5142,70.4028,203.8,4.1
2014-04-11 00:45:05.810000+00:00,12.2036,93.1363,68.97,4.8
2014-04-09 23:00:41.220000+00:00,37.1001,72.5981,10.0,4.0
2014-04-09 06:29:03.590000+00:00,37.5591,72.0432,136.94,4.5
2014-04-08 00:57:25.330000+00:00,4.9936,96.2149,54.07,4.3
2014-04-06 06:37:58.910000+00:00,25.461,93.8616,52.33,4.4
2014-04-04 06:57:43.460000+00:00,23.0504,93.1676,41.45,4.2
2014-04-02 09:30:18.180000+00:00,7.6841,94.41,10.0,4.2
2014-04-01 22:12:41.970000+00:00,4.8214,95.2145,76.45,4.3
2014-04-01 17:45:04.700000+00:00,26.2313,92.9947,41.23,4.4
2014-04-01 11:39:18+00:00,5.3703,95.5948,10.0,4.4
2014-03-31 04:36:32.410000+00:00,12.6077,95.2356,10.0,4.1
2014-03-30 17:58:10.320000+00:00,31.4096,86.4486,25.85,4.2
2014-03-30 17:10:14.880000+00:00,31.3961,86.4624,13.47,5.3
2014-03-28 10:24:12.500000+00:00,37.2444,71.2425,101.07,5.2
2014-03-28 03:09:53.690000+00:00,26.4089,95.8483,97.33,4.1
2014-03-27 07:39:28.990000+00:00,34.7251,73.6564,23.8,4.7
2014-03-27 04:00:15.540000+00:00,4.1909,86.7252,12.96,5.4
2014-03-26 19:52:09.250000+00:00,33.2857,73.4733,5.32,4.0
2014-03-26 14:31:25.890000+00:00,25.9277,96.7983,50.45,4.1
2014-03-26 14:03:13.930000+00:00,36.6916,71.0936,246.45,4.5
2014-03-26 08:34:40.070000+00:00,13.8067,92.8859,32.1,4.6
2014-03-25 20:48:57.020000+00:00,7.9903,94.674,9.16,4.3
2014-03-25 20:46:58.550000+00:00,7.7455,94.5529,10.21,4.6
2014-03-25 12:09:48.740000+00:00,25.8965,64.1566,19.96,4.4
2014-03-25 11:37:35.220000+00:00,36.5071,70.2755,209.88,4.2
2014-03-24 09:53:00.190000+00:00,7.5982,94.1602,10.0,4.2
2014-03-24 09:14:54.040000+00:00,37.4079,71.1112,93.2,4.3
2014-03-23 17:46:17.100000+00:00,36.483,70.4065,213.33,4.3
2014-03-23 13:47:40.120000+00:00,36.4254,71.1439,207.24,4.5
2014-03-22 22:02:09.600000+00:00,6.9466,94.6976,10.0,4.1
2014-03-22 21:41:22.510000+00:00,5.284,94.5391,65.81,4.6
2014-03-22 21:32:40.820000+00:00,7.4604,94.2899,10.0,4.2
2014-03-22 12:58:16.830000+00:00,35.8478,82.3019,10.0,5.1
2014-03-22 12:22:26.650000+00:00,7.2573,94.2625,10.0,4.2
2014-03-22 08:35:34.160000+00:00,22.9777,94.2498,86.24,4.5
2014-03-22 02:17:56.830000+00:00,7.5016,94.4955,10.0,4.3
2014-03-22 01:07:44.880000+00:00,7.3978,94.3733,10.0,4.3
2014-03-22 00:10:26.200000+00:00,7.4064,94.3283,17.37,4.7
2014-03-21 23:50:10.040000+00:00,7.372,94.2528,7.53,4.6
2014-03-21 23:19:28.330000+00:00,7.444,94.2374,16.31,4.0
2014-03-21 22:57:14.460000+00:00,7.4554,94.3406,10.0,4.4
2014-03-21 22:40:28.580000+00:00,7.4737,94.2181,10.0,4.4
2014-03-21 21:12:09.870000+00:00,6.9736,94.8312,7.32,4.4
2014-03-21 21:11:04.600000+00:00,7.7544,94.71,10.03,4.6
2014-03-21 21:03:41.620000+00:00,7.4454,94.2965,9.96,5.2
2014-03-21 20:26:23.090000+00:00,7.4915,94.2223,11.64,4.4
2014-03-21 19:43:46.730000+00:00,36.2151,82.8769,11.77,4.6
2014-03-21 18:50:37.850000+00:00,7.3223,94.2004,10.93,4.6
2014-03-21 18:29:45.890000+00:00,7.4885,94.3334,11.51,4.3
2014-03-21 18:08:25.380000+00:00,7.6486,94.2715,9.08,4.4
2014-03-21 17:13:59.440000+00:00,7.4663,94.3322,13.43,4.3
2014-03-21 17:05:20.750000+00:00,7.5485,94.4759,11.72,4.5
2014-03-21 16:55:40.530000+00:00,7.4318,94.2777,10.0,4.4
2014-03-21 16:47:39.130000+00:00,7.5043,94.037,10.0,4.3
2014-03-21 16:34:01.160000+00:00,7.4581,94.2868,10.0,4.3
2014-03-21 16:33:03.760000+00:00,7.3119,94.0369,10.0,4.2
2014-03-21 15:48:25.060000+00:00,7.7739,94.2368,10.0,4.7
2014-03-21 15:46:06.070000+00:00,7.0487,94.1184,10.0,4.3
2014-03-21 15:43:25.460000+00:00,7.5373,94.0987,10.0,4.6
2014-03-21 15:34:21.990000+00:00,7.7994,93.6917,10.0,4.3
2014-03-21 15:32:05.380000+00:00,7.4534,94.0691,10.0,4.2
2014-03-21 15:24:33.090000+00:00,7.5591,94.4991,10.0,4.5
2014-03-21 15:23:00.070000+00:00,7.5228,94.2437,10.0,4.7
2014-03-21 15:10:21.060000+00:00,7.3518,94.1824,10.0,4.6
2014-03-21 15:09:07.690000+00:00,7.7145,94.5986,10.0,4.5
2014-03-21 15:08:36.380000+00:00,7.5034,94.2624,10.0,4.7
2014-03-21 14:53:03.830000+00:00,7.3821,94.207,10.0,4.5
2014-03-21 14:49:59.250000+00:00,7.7877,94.2322,10.0,4.8
2014-03-21 14:47:39.210000+00:00,7.4628,94.3969,10.0,4.7
2014-03-21 14:45:51.850000+00:00,7.5875,94.3114,9.99,5.1
2014-03-21 14:42:06.390000+00:00,7.6063,94.6042,10.0,4.5
2014-03-21 14:40:56.630000+00:00,7.5617,94.4701,10.0,4.4
2014-03-21 14:36:05.030000+00:00,7.5096,94.4587,10.0,4.7
2014-03-21 14:28:04.460000+00:00,7.3823,94.0303,10.0,4.8
2014-03-21 14:26:44.060000+00:00,7.3212,94.3079,10.0,4.8
2014-03-21 14:25:08.910000+00:00,7.5037,94.1847,10.0,5.2
2014-03-21 14:24:23.560000+00:00,7.7396,93.6332,10.0,4.7
2014-03-21 14:23:58.440000+00:00,7.3819,94.1667,10.0,4.4
2014-03-21 14:18:03.630000+00:00,7.5569,94.3223,10.0,4.8
2014-03-21 14:17:11.710000+00:00,7.483,94.233,14.93,4.6
2014-03-21 14:16:21.080000+00:00,7.7902,94.2711,10.0,4.8
2014-03-21 14:13:29.110000+00:00,7.3232,94.1739,10.0,5.1
2014-03-21 14:11:13.890000+00:00,7.5417,94.2698,10.0,5.5
2014-03-21 14:10:21.080000+00:00,7.5784,94.0572,10.0,4.4
2014-03-21 14:05:07.740000+00:00,7.2328,94.1691,10.0,4.6
2014-03-21 14:03:51.560000+00:00,7.9977,94.4797,10.0,4.7
2014-03-21 13:59:25.760000+00:00,7.4264,94.082,10.0,4.6
2014-03-21 13:56:40.310000+00:00,7.2829,94.2061,10.0,4.8
2014-03-21 13:54:33.830000+00:00,7.7692,94.7052,10.0,4.9
2014-03-21 13:53:08.670000+00:00,7.0379,94.447,10.0,4.6
2014-03-21 13:52:20.150000+00:00,7.6135,94.4067,10.0,4.8
2014-03-21 13:50:32.440000+00:00,7.5409,94.3108,10.0,4.7
2014-03-21 13:41:09.480000+00:00,7.7448,94.3342,21.54,6.4
2014-03-21 12:39:54.180000+00:00,24.1764,94.2542,60.59,4.0
2014-03-20 19:37:01.200000+00:00,36.8372,71.107,80.58,4.2
2014-03-20 15:42:19.570000+00:00,36.8139,70.5873,92.8,4.3
2014-03-20 14:14:25.900000+00:00,31.565,73.8172,46.03,4.3
2014-03-20 05:40:36.830000+00:00,36.1997,82.8994,13.78,4.4
2014-03-20 04:00:21.220000+00:00,23.362,94.4366,71.15,4.5
2014-03-19 14:15:44.680000+00:00,36.4491,70.6838,206.57,4.7
2014-03-19 14:02:13.300000+00:00,13.9102,94.0153,34.2,4.4
2014-03-19 01:42:52.690000+00:00,36.4762,71.0874,135.06,4.5
2014-03-18 19:20:45.220000+00:00,22.9114,95.9723,22.09,4.4
2014-03-18 12:48:43.290000+00:00,12.8824,95.5253,35.0,4.2
2014-03-18 10:11:25.140000+00:00,37.2959,71.7153,131.75,4.2
2014-03-17 14:43:16.800000+00:00,25.6279,99.5717,10.0,4.2
2014-03-17 00:41:51.820000+00:00,36.4949,70.657,200.44,4.2
2014-03-15 06:30:45.020000+00:00,7.5909,94.1754,10.0,4.8
2014-03-15 05:09:12.070000+00:00,23.8952,93.8661,63.44,4.3
2014-03-14 13:38:06.200000+00:00,7.7631,94.3128,10.0,5.5
2014-03-12 19:19:18.300000+00:00,29.3727,67.4259,17.73,4.0
2014-03-12 17:55:43.370000+00:00,35.7863,82.3465,10.0,4.5
2014-03-12 15:30:48.400000+00:00,37.2535,71.9923,170.05,4.0
2014-03-11 11:23:54.090000+00:00,13.6975,92.9178,35.0,4.8
2014-03-09 23:53:34.030000+00:00,29.1631,67.7279,9.99,4.2
2014-03-09 23:01:13.630000+00:00,12.4854,93.2534,68.68,4.1
2014-03-09 16:02:59.690000+00:00,19.1942,95.7207,24.93,5.1
2014-03-09 12:46:09.440000+00:00,36.6994,71.3327,179.89,4.1
2014-03-09 11:59:12.030000+00:00,37.5238,72.1914,187.39,4.1
2014-03-08 13:09:02.340000+00:00,34.452,80.1638,36.09,4.4
2014-03-07 08:41:57.120000+00:00,31.6755,91.1309,15.49,4.7
2014-03-04 18:17:36.050000+00:00,36.5037,71.2045,204.32,4.2
2014-03-02 12:35:53.150000+00:00,4.6702,95.0955,60.22,4.6
2014-03-01 16:50:40.310000+00:00,6.2726,95.6039,218.78,4.2
2014-03-01 14:17:20.170000+00:00,37.3034,71.5282,131.95,4.1
2014-03-01 08:54:58.860000+00:00,36.6025,70.4919,242.91,4.2
2014-03-01 06:06:28.310000+00:00,11.0427,91.8594,29.74,4.6
2014-03-01 03:22:06.930000+00:00,25.3458,96.5402,49.69,4.1
2014-02-28 13:11:30.330000+00:00,23.7432,91.3541,37.8,3.9
2014-02-28 05:50:39.150000+00:00,7.3016,94.2594,102.47,5.1
2014-02-27 14:30:40.240000+00:00,36.0089,82.5168,14.55,4.2
2014-02-26 20:58:55.070000+00:00,24.4736,93.7131,59.51,4.4
2014-02-26 11:04:24.330000+00:00,36.4855,70.7072,195.2,4.1
2014-02-24 05:39:08.010000+00:00,36.3074,83.0295,10.0,4.3
2014-02-23 17:04:52.940000+00:00,27.013,92.5521,53.66,4.4
2014-02-23 12:28:28.430000+00:00,6.5892,92.8224,31.93,4.2
2014-02-22 02:58:38.980000+00:00,36.9038,73.7286,79.16,4.1
2014-02-21 06:46:47.260000+00:00,30.0104,76.1747,16.02,4.6
2014-02-21 06:00:35.400000+00:00,37.8048,72.5292,149.78,4.2
2014-02-19 15:02:09.580000+00:00,13.8225,92.8729,26.97,4.4
2014-02-18 11:58:17.030000+00:00,36.7653,71.3517,177.83,4.3
2014-02-16 05:19:24.200000+00:00,9.9019,93.8018,120.55,4.0
2014-02-15 21:24:45.300000+00:00,36.3836,70.8419,117.0,4.5
2014-02-15 12:32:58.460000+00:00,35.8857,82.3399,10.0,4.7
2014-02-15 04:27:33.130000+00:00,35.9466,82.5051,10.0,4.1
2014-02-14 13:10:45.380000+00:00,24.4221,89.4984,14.43,4.2
2014-02-14 01:08:58.930000+00:00,36.0519,82.5691,9.99,4.3
2014-02-13 21:37:24.080000+00:00,36.3018,82.2777,16.23,4.2
2014-02-13 21:06:41.980000+00:00,36.2008,82.6108,19.39,4.1
2014-02-13 20:56:08.840000+00:00,34.0028,89.2848,10.89,4.2
2014-02-13 16:08:21.120000+00:00,22.6262,94.5476,92.4,4.5
2014-02-13 09:51:39.990000+00:00,36.0168,82.4815,10.0,4.2
2014-02-13 07:34:20.460000+00:00,36.0701,82.4716,16.52,4.3
2014-02-13 06:23:38.100000+00:00,11.4883,93.5434,139.49,4.2
2014-02-13 04:25:34.580000+00:00,36.2272,83.0802,18.6,4.1
2014-02-13 00:08:42.510000+00:00,35.9306,82.4283,10.0,4.7
2014-02-13 00:07:01.900000+00:00,35.7799,82.5961,10.0,4.5
2014-02-12 20:51:27.860000+00:00,36.0199,82.4415,16.18,4.2
2014-02-12 19:09:24.350000+00:00,36.0206,82.3433,10.0,4.6
2014-02-12 18:00:08.120000+00:00,35.8439,82.3565,17.87,4.5
2014-02-12 14:36:29.430000+00:00,36.0104,82.3676,16.77,4.1
2014-02-12 12:26:43.660000+00:00,36.2396,82.9261,10.0,4.5
2014-02-12 11:14:19.890000+00:00,35.9991,82.513,10.0,4.5
2014-02-12 10:00:07.360000+00:00,35.8613,82.4,10.0,4.9
2014-02-12 09:36:12.510000+00:00,35.9686,82.4499,10.0,4.6
2014-02-12 09:24:43.010000+00:00,35.8221,82.4667,10.0,5.7
2014-02-12 09:19:49.060000+00:00,35.9053,82.5864,10.0,6.9
2014-02-11 02:14:55.990000+00:00,35.9947,82.487,10.0,5.2
2014-02-11 01:15:26.590000+00:00,33.8784,89.2216,10.0,5.2
2014-02-11 00:09:43.170000+00:00,27.1214,65.448,10.0,4.8
2014-02-10 18:11:35.410000+00:00,4.4541,95.0104,64.99,4.3
2014-02-10 07:24:26.980000+00:00,37.0453,71.3856,122.98,4.1
2014-02-09 23:24:30.640000+00:00,23.7689,96.0719,51.92,4.1
2014-02-09 00:52:57.780000+00:00,36.3813,69.6367,172.9,4.2
2014-02-08 19:21:11.210000+00:00,36.6943,71.2276,236.76,4.0
2014-02-08 04:26:42.540000+00:00,8.7287,92.067,30.02,4.0
2014-02-08 00:16:13.400000+00:00,37.1481,71.4618,134.21,4.4
2014-02-07 08:56:43.270000+00:00,32.0483,90.3587,32.55,4.7
2014-02-07 05:47:29.040000+00:00,5.4655,94.703,67.54,4.6
2014-02-07 03:15:20.800000+00:00,11.8466,94.8755,61.21,4.5
2014-02-07 02:05:00.460000+00:00,11.9395,95.1092,36.09,4.1
2014-02-06 15:07:53.130000+00:00,27.4652,96.9988,47.88,4.5
2014-02-06 04:13:55.220000+00:00,37.9571,75.6626,116.66,4.5
2014-02-04 15:48:15.150000+00:00,36.5917,71.4089,139.66,4.7
2014-02-03 10:52:19.050000+00:00,36.5209,70.787,192.18,4.3
2014-02-02 23:44:01.200000+00:00,12.2849,95.0592,34.18,5.2
2014-02-02 16:45:24.860000+00:00,22.7971,96.0226,13.81,4.4
2014-01-30 22:18:21.260000+00:00,4.8327,94.018,29.27,4.0
2014-01-30 19:49:37.090000+00:00,5.9743,95.7358,223.75,4.4
2014-01-30 12:17:14.780000+00:00,22.8394,94.3778,90.83,4.7
2014-01-30 12:13:33.410000+00:00,30.2261,99.8342,10.0,4.3
2014-01-29 13:46:50.340000+00:00,23.8428,93.9581,59.11,5.1
2014-01-27 20:12:46.480000+00:00,14.2125,93.228,39.11,4.3
2014-01-27 10:33:23.560000+00:00,34.7881,73.1097,28.1,4.6
2014-01-26 14:43:10.400000+00:00,4.9891,94.498,51.48,4.4
2014-01-26 12:38:37.240000+00:00,23.0007,95.9078,12.43,5.2
2014-01-25 07:14:08.330000+00:00,7.3193,93.8738,35.0,4.1
2014-01-24 23:25:25.940000+00:00,22.6167,95.7353,24.58,4.1
2014-01-24 18:22:42.800000+00:00,36.5222,71.2658,224.14,4.5
2014-01-24 14:36:23.960000+00:00,4.5355,95.2194,55.03,4.9
2014-01-24 13:49:01.180000+00:00,13.2429,95.7026,30.04,4.4
2014-01-24 00:51:35.500000+00:00,23.8426,93.9346,70.85,4.0
2014-01-23 07:29:20.530000+00:00,5.2819,95.1244,91.44,4.4
2014-01-23 05:34:28.240000+00:00,36.126,70.2041,122.06,4.0
2014-01-22 05:22:01.180000+00:00,34.2849,79.7826,43.74,4.2
2014-01-21 02:01:52.830000+00:00,37.4662,96.5322,35.0,4.1
2014-01-20 23:27:37.220000+00:00,6.4921,95.3503,233.44,4.5
2014-01-20 13:18:26.930000+00:00,22.1231,92.7127,32.08,4.1
2014-01-19 15:33:14.300000+00:00,32.9228,93.8116,37.48,4.7
2014-01-18 14:01:11.630000+00:00,25.0098,98.2656,42.61,4.1
2014-01-18 11:55:44.510000+00:00,36.6787,71.0698,214.81,4.3
2014-01-18 00:55:47.690000+00:00,15.375,96.16,25.04,4.6
2014-01-17 22:26:50.130000+00:00,15.3763,96.5031,31.96,4.2
2014-01-16 17:47:34.950000+00:00,31.8719,90.2824,46.49,4.8
2014-01-16 10:15:13.900000+00:00,37.4003,68.8956,44.57,4.4
2014-01-15 15:44:38.310000+00:00,36.4674,71.3494,102.33,4.9
2014-01-14 20:49:10.760000+00:00,32.947,87.1189,40.7,4.0
2014-01-14 15:41:08.780000+00:00,36.5504,71.5185,107.24,5.1
2014-01-14 08:36:07.460000+00:00,8.8629,93.6522,10.0,4.4
2014-01-11 09:32:31.760000+00:00,36.5529,71.2539,217.45,4.5
2014-01-11 02:04:04.300000+00:00,21.4081,93.9132,59.42,4.1
2014-01-11 01:51:25.380000+00:00,5.0969,92.9277,28.56,4.3
2014-01-10 21:40:36+00:00,28.2474,93.3721,15.05,4.1
2014-01-10 14:36:28.290000+00:00,27.2814,65.4622,24.82,4.4
2014-01-10 05:26:52.990000+00:00,27.2331,65.6628,26.45,4.3
2014-01-08 23:48:18.900000+00:00,27.2984,65.6404,10.0,4.5
2014-01-07 16:32:10.710000+00:00,22.929,94.1357,52.67,4.2
2014-01-07 14:21:28.360000+00:00,36.1253,68.6777,64.74,4.7
2014-01-07 11:37:12.040000+00:00,36.4917,70.3878,210.46,4.6
2014-01-06 21:10:34.630000+00:00,37.086,71.3584,107.99,4.0
2014-01-04 15:12:32.400000+00:00,37.3074,69.151,23.64,4.6
2014-01-04 14:27:16.070000+00:00,36.6758,71.0772,221.78,4.1
2014-01-03 22:02:09.970000+00:00,37.5913,71.7709,136.33,4.3
2014-01-03 05:03:42.920000+00:00,7.9324,94.5915,53.85,4.4
2014-01-01 19:17:56.090000+00:00,4.5344,95.7415,94.56,4.3
2014-01-01 10:10:47.900000+00:00,4.6918,95.1453,56.46,4.0
2014-12-29 17:26:57.600000+00:00,26.2946,91.6204,45.02,4.0
2014-12-29 13:03:22.660000+00:00,37.2039,71.2955,98.09,4.1
2014-12-28 17:22:52.590000+00:00,22.6329,94.1131,54.32,4.5
2014-12-28 01:50:08.090000+00:00,30.5395,69.8556,30.35,4.1
2014-12-27 17:04:03.180000+00:00,37.3975,71.1821,97.02,4.1
2014-12-27 06:37:50.010000+00:00,36.3085,70.8852,124.72,4.1
2014-12-27 02:02:34.830000+00:00,23.2423,94.908,122.04,4.2
2014-12-26 21:29:21.060000+00:00,37.2075,71.3989,98.49,4.1
2014-12-26 20:38:40.740000+00:00,7.4602,94.3739,41.59,4.6
2014-12-26 17:40:17.070000+00:00,7.5236,94.5363,60.16,4.2
2014-12-26 13:00:09.400000+00:00,6.9411,94.8245,35.0,4.8
2014-12-26 10:46:25.570000+00:00,6.9926,95.0049,53.33,4.3
2014-12-26 07:08:09.590000+00:00,28.5278,87.3541,57.27,4.9
2014-12-26 06:07:09.660000+00:00,21.4859,98.4374,10.0,4.8
2014-12-26 04:26:30.360000+00:00,36.482,70.7759,162.55,4.1
2014-12-24 17:35:05.550000+00:00,4.3097,96.6874,129.41,4.3
2014-12-24 13:53:20.580000+00:00,36.7217,71.3286,163.44,4.4
2014-12-24 05:38:33.440000+00:00,36.2347,75.7881,74.09,4.1
2014-12-22 23:24:48.140000+00:00,22.4184,93.0824,48.25,4.4
2014-12-21 05:59:52.120000+00:00,34.91,73.843,41.11,4.2
2014-12-21 05:37:39.090000+00:00,24.2001,94.6939,99.66,5.1
2014-12-21 01:32:00.540000+00:00,30.3573,69.6709,4.22,4.4
2014-12-19 23:30:38.340000+00:00,35.5214,74.9357,66.27,4.2
2014-12-19 15:48:04.100000+00:00,7.0038,94.8284,35.0,4.4
2014-12-19 14:41:46.490000+00:00,6.9475,94.7191,35.0,5.3
2014-12-19 14:39:15.160000+00:00,6.9036,94.7053,35.0,4.3
2014-12-19 02:36:15.090000+00:00,7.4533,94.2726,23.4,4.8
2014-12-18 22:44:35.590000+00:00,36.4149,71.3538,98.81,4.6
2014-12-18 20:31:46.290000+00:00,7.4311,94.5521,63.4,4.3
2014-12-18 15:32:12.950000+00:00,27.7395,86.3702,33.6,5.0
2014-12-18 12:14:30.640000+00:00,36.5312,70.8023,196.85,4.7
2014-12-18 04:13:22.010000+00:00,7.4751,94.4044,23.06,4.2
2014-12-18 02:55:20.010000+00:00,36.5305,70.8979,160.56,4.3
2014-12-13 03:36:33.880000+00:00,36.4776,70.9915,151.16,4.0
2014-12-11 19:27:36.410000+00:00,24.405,94.5261,79.9,4.7
2014-12-10 23:38:08.580000+00:00,7.5472,94.419,10.0,4.3
2014-12-10 14:44:46.300000+00:00,24.401,94.5466,84.1,4.2
2014-12-08 05:39:01.540000+00:00,11.8283,93.5972,126.47,4.5
2014-12-06 04:27:42.580000+00:00,30.6685,80.0267,10.0,4.1
2014-12-05 16:12:51.610000+00:00,37.2379,71.7387,122.18,4.8
2014-12-05 13:20:25.110000+00:00,37.6509,72.0666,138.09,4.3
2014-12-05 02:09:02.660000+00:00,4.8317,97.2565,23.78,4.4
2014-12-04 23:53:51.870000+00:00,26.886,92.6206,53.1,4.6
2014-12-01 00:40:02.720000+00:00,37.2096,71.9458,95.57,4.2
2014-11-30 21:02:24.320000+00:00,36.4084,67.968,25.95,4.6
2014-11-30 02:51:12.240000+00:00,35.696,78.0392,10.0,4.0
2014-11-29 18:01:01.570000+00:00,11.1086,93.6105,128.58,4.6
2014-11-28 23:34:39.570000+00:00,37.268,71.8116,161.33,4.0
